QGPIORecord, QRC v6.1.0, 22-12-2021 @ 16:12:22, Windows 10 Version 2009, 10.0.19042, x86_64
Time, x1, x2, x3, P11, P12, P22, P13, P23, P33, y1, y2, w
405085, -0.259653, -0.197685, -1.60035e-05, 2.11708e-07, -2.36535e-11, 7.0695e-07, -3.36244e-10, 7.03957e-06, 0.000100109, 0.209086, 0.142683, 0
405095, -0.259676, -0.197556, 1.21695e-05, 1.81474e-07, -2.46822e-11, 6.78118e-07, -3.50417e-10, 7.05045e-06, 0.000100147, 0.210684, 0.141986, 0
405105, -0.259414, -0.197577, 5.8907e-06, 1.60703e-07, -1.71751e-11, 6.58717e-07, -2.43461e-10, 7.06108e-06, 0.000100184, 0.209086, 0.142683, 0
405115, -0.259195, -0.197593, -6.48574e-08, 1.45813e-07, -1.31218e-11, 6.45141e-07, -1.8574e-10, 7.07131e-06, 0.00010022, 0.209086, 0.142683, 0
405125, -0.258795, -0.197605, -6.02465e-06, 1.34808e-07, -1.1382e-11, 6.35398e-07, -1.60918e-10, 7.08113e-06, 0.000100256, 0.207514, 0.142683, 0
405135, -0.258658, -0.197616, -1.15289e-05, 1.26491e-07, -1.13429e-11, 6.28288e-07, -1.60212e-10, 7.09055e-06, 0.00010029, 0.209086, 0.142683, 0
405145, -0.258725, -0.197624, -1.70709e-05, 1.20099e-07, -1.25173e-11, 6.23046e-07, -1.76658e-10, 7.09954e-06, 0.000100323, 0.210684, 0.142683, 0
405154, -0.25859, -0.197632, -2.22237e-05, 1.15121e-07, -1.46773e-11, 6.19162e-07, -2.06991e-10, 7.10811e-06, 0.000100355, 0.209086, 0.142683, 0
405165, -0.258467, -0.197638, -2.72142e-05, 1.11207e-07, -1.75739e-11, 6.16284e-07, -2.47663e-10, 7.11625e-06, 0.000100386, 0.209086, 0.142683, 0
405175, -0.258528, -0.197643, -3.2703e-05, 1.08104e-07, -2.10669e-11, 6.14159e-07, -2.96675e-10, 7.12396e-06, 0.000100416, 0.210684, 0.142683, 0
405185, -0.258408, -0.197648, -3.73167e-05, 1.05629e-07, -2.518e-11, 6.12606e-07, -3.54351e-10, 7.13125e-06, 0.000100445, 0.209086, 0.142683, 0
405195, -0.258136, -0.197652, -4.09089e-05, 1.03645e-07, -2.96696e-11, 6.11487e-07, -4.17248e-10, 7.13812e-06, 0.000100472, 0.207514, 0.142683, 0
405204, -0.258054, -0.197656, -4.5287e-05, 1.02047e-07, -3.4303e-11, 6.10702e-07, -4.82093e-10, 7.14459e-06, 0.000100499, 0.209086, 0.142683, 0
405215, -0.257978, -0.197583, 3.05682e-05, 1.00758e-07, -3.92238e-11, 6.10171e-07, -5.50907e-10, 7.15066e-06, 0.000100524, 0.209086, 0.141986, 0
