QGPIORecord, QRC v6.1.0, 04-12-2021 @ 21:54:55, Windows 10 Version 2009, 10.0.19042, x86_64
Time, yA, yB, r, eA, eB, uA, uB, C, D, ValueIn9, ValueIn10, ValueIn11
216640, 10.1611, 10.1471, 10, -0.161089, -0.147064, 5.08224, 5.35557, 0, 0, 0, 0, 0
216650, 10.5047, 9.82449, 10, -0.504701, 0.17551, 5.07333, 5.35599, 0, 0, 0, 0, 0
216660, 10.1786, 9.81046, 10, -0.17862, 0.189535, 5.06418, 5.36144, 0, 0, 0, 0, 0
216671, 10.5117, 9.81748, 10, -0.511713, 0.182523, 5.05495, 5.367, 0, 0, 0, 0, 0
216680, 10.1786, 10.5222, 10, -0.17862, -0.522232, 5.04571, 5.36193, 0, 0, 0, 0, 0
216690, 10.1576, 9.81748, 10, -0.157582, 0.182523, 5.04121, 5.35686, 0, 0, 0, 0, 0
216700, 10.1786, 10.1856, 10, -0.17862, -0.185633, 5.03671, 5.35681, 0, 0, 0, 0, 0
216711, 10.4977, 9.79995, 10, -0.497688, 0.200054, 5.02766, 5.35702, 0, 0, 0, 0, 0
216720, 9.81748, 10.1681, 10, 0.182523, -0.168101, 5.02344, 5.3575, 0, 0, 0, 0, 0
216730, 10.1751, 10.1751, 10, -0.175114, -0.175114, 5.02354, 5.35238, 0, 0, 0, 0, 0
216740, 10.1716, 9.81748, 10, -0.171608, 0.182523, 5.0189, 5.35249, 0, 0, 0, 0, 0
216751, 10.1716, 10.1611, 10, -0.171608, -0.161089, 5.01431, 5.35281, 0, 0, 0, 0, 0
216761, 10.1436, 9.80345, 10, -0.143558, 0.196548, 5.01009, 5.35334, 0, 0, 0, 0, 0
216770, 9.83501, 10.1821, 10, 0.164991, -0.182126, 5.01038, 5.35355, 0, 0, 0, 0, 0
216780, 9.82449, 9.82449, 10, 0.17551, 0.17551, 5.01494, 5.35345, 0, 0, 0, 0, 0
216791, 10.1576, 10.1576, 10, -0.157582, -0.157582, 5.01517, 5.35372, 0, 0, 0, 0, 0
216801, 9.81748, 10.4977, 10, 0.182523, -0.497688, 5.01551, 5.34394, 0, 0, 0, 0, 0
216810, 10.1541, 9.81748, 10, -0.154077, 0.182523, 5.01589, 5.33924, 0, 0, 0, 0, 0
216820, 9.82449, 10.1856, 10, 0.17551, -0.185633, 5.01618, 5.33919, 0, 0, 0, 0, 0
216830, 9.47737, 10.1541, 10, 0.522629, -0.154077, 5.02552, 5.33412, 0, 0, 0, 0, 0
216841, 9.44932, 10.1681, 10, 0.550678, -0.168101, 5.03988, 5.32931, 0, 0, 0, 0, 0
216850, 9.47737, 9.828, 10, 0.522629, 0.172004, 5.05424, 5.32937, 0, 0, 0, 0, 0
216860, 9.45633, 9.81046, 10, 0.543666, 0.189535, 5.06851, 5.33476, 0, 0, 0, 0, 0
216870, 9.46685, 10.1716, 10, 0.533147, -0.171608, 5.08292, 5.33503, 0, 0, 0, 0, 0
216881, 9.45984, 10.1611, 10, 0.540159, -0.161089, 5.09728, 5.33007, 0, 0, 0, 0, 0
216890, 9.80345, 10.1506, 10, 0.196548, -0.15057, 5.10714, 5.32541, 0, 0, 0, 0, 0
216900, 9.48088, 9.82449, 10, 0.519122, 0.17551, 5.11672, 5.32579, 0, 0, 0, 0, 0
216910, 9.81748, 10.1786, 10, 0.182523, -0.17862, 5.12611, 5.32574, 0, 0, 0, 0, 0
216921, 9.81748, 10.1541, 10, 0.182523, -0.154077, 5.13099, 5.32077, 0, 0, 0, 0, 0
216931, 9.82098, 10.1821, 10, 0.179017, -0.182126, 5.13583, 5.31575, 0, 0, 0, 0, 0
216940, 9.81748, 10.1611, 10, 0.182523, -0.161089, 5.14067, 5.31063, 0, 0, 0, 0, 0
216950, 9.82098, 10.1751, 10, 0.179017, -0.175114, 5.14551, 5.30561, 0, 0, 0, 0, 0
216961, 9.80696, 10.1541, 10, 0.193042, -0.154077, 5.15048, 5.3007, 0, 0, 0, 0, 0
216971, 9.82098, 10.5047, 10, 0.179017, -0.504701, 5.15546, 5.29086, 0, 0, 0, 0, 0
216980, 9.81046, 10.1716, 10, 0.189535, -0.171608, 5.16039, 5.28077, 0, 0, 0, 0, 0
216990, 10.1611, 10.1716, 10, -0.161089, -0.171608, 5.16078, 5.27565, 0, 0, 0, 0, 0
217000, 9.8315, 10.1821, 10, 0.168498, -0.182126, 5.16087, 5.27037, 0, 0, 0, 0, 0
