QGPIORecord, QRC v6.1.0, 20-12-2021 @ 21:46:05, Windows 10 Version 2009, 10.0.19042, x86_64
Time, yA, yB, r, eA, eB, uA, uB, -, -, -, -, -
602950, 0, 0, 0, 0, 0, 0.281654, 0.2784, 0, 0, 0, 0, 0
602960, 0, 0, 0, 0, 0, 0.281654, 0.2784, 0, 0, 0, 0, 0
602971, 0, 0, 0, 0, 0, 0.281654, 0.2784, 0, 0, 0, 0, 0
602980, 0, 0, -6, -6, -6, 0.201365, 0.188835, 0, 0, 0, 0, 0
602990, 0, 0, -6, -6, -6, 0.0407872, 0.00970478, 0, 0, 0, 0, 0
603000, 0, 0, -6, -6, -6, -0.119791, -0.169425, 0, 0, 0, 0, 0
603011, 0, 0, -6, -6, -6, -0.280369, -0.348555, 0, 0, 0, 0, 0
603020, 0, 0, -6, -6, -6, -0.440947, -0.527685, 0, 0, 0, 0, 0
603030, 0, 0, -6, -6, -6, -0.601525, -0.706815, 0, 0, 0, 0, 0
603040, -0.350624, -0.347118, -6, -5.64938, -5.65288, -0.757411, -0.880764, 0, 0, 0, 0, 0
603051, -0.350624, -0.350624, -6, -5.64938, -5.64938, -0.908605, -1.04948, 0, 0, 0, 0, 0
603061, -0.697742, -0.697742, -6, -5.30226, -5.30226, -1.05515, -1.21296, 0, 0, 0, 0, 0
603070, -0.701248, -0.701248, -6, -5.29875, -5.29875, -1.19701, -1.37121, 0, 0, 0, 0, 0
603080, -1.04837, -1.04837, -6, -4.95163, -4.95163, -1.33418, -1.52422, 0, 0, 0, 0, 0
603090, -1.05187, -1.4025, -6, -4.94813, -4.5975, -1.46665, -1.66676, 0, 0, 0, 0, 0
603101, -1.39899, -1.39899, -6, -4.60101, -4.60101, -1.59443, -1.80407, 0, 0, 0, 0, 0
603110, -1.75312, -1.75312, -6, -4.24688, -4.24688, -1.71283, -1.93615, 0, 0, 0, 0, 0
603120, -1.75312, -2.10374, -6, -4.24688, -3.89626, -1.82649, -2.05771, 0, 0, 0, 0, 0
603130, -2.10024, -2.10024, -6, -3.89976, -3.89976, -1.9355, -2.17408, 0, 0, 0, 0, 0
603141, -2.10374, -2.45437, -6, -3.89626, -3.54563, -2.03983, -2.28522, 0, 0, 0, 0, 0
603150, -2.45437, -2.80149, -6, -3.54563, -3.19851, -2.13941, -2.3859, 0, 0, 0, 0, 0
603160, -2.80499, -3.15562, -6, -3.19501, -2.84438, -2.22961, -2.4761, 0, 0, 0, 0, 0
603170, -3.15211, -3.15562, -6, -2.84789, -2.84438, -2.31047, -2.56102, 0, 0, 0, 0, 0
603181, -3.15562, -3.85336, -6, -2.84438, -2.14664, -2.38664, -2.63552, 0, 0, 0, 0, 0
603191, -3.85336, -3.50624, -6, -2.14664, -2.49376, -2.45343, -2.70479, 0, 0, 0, 0, 0
603200, -3.85336, -4.19697, -6, -2.14664, -1.80303, -2.51088, -2.76893, 0, 0, 0, 0, 0
603210, -3.85687, -3.86388, -6, -2.14313, -2.13612, -2.56829, -2.82774, 0, 0, 0, 0, 0
603220, -4.20398, -4.55461, -6, -1.79602, -1.44539, -2.621, -2.8812, 0, 0, 0, 0, 0
603231, -4.20749, -4.20749, -6, -1.79251, -1.79251, -2.66902, -2.92953, 0, 0, 0, 0, 0
603240, -4.55811, -4.55461, -6, -1.44189, -1.44539, -2.7123, -2.97787, 0, 0, 0, 0, 0
603250, -4.55811, -4.91224, -6, -1.44189, -1.08776, -2.75089, -3.01568, 0, 0, 0, 0, 0
603260, -4.90874, -4.90874, -6, -1.09126, -1.09126, -2.78479, -3.04821, 0, 0, 0, 0, 0
603271, -4.90523, -4.55461, -6, -1.09477, -1.44539, -2.81404, -3.08607, 0, 0, 0, 0, 0
603280, -4.90874, -5.25235, -6, -1.09126, -0.74765, -2.84329, -3.11881, 0, 0, 0, 0, 0
603290, -5.25936, -5.25936, -6, -0.740637, -0.740637, -2.8678, -3.14103, 0, 0, 0, 0, 0
603300, -5.25936, -4.91575, -6, -0.740637, -1.08425, -2.88763, -3.16827, 0, 0, 0, 0, 0
603311, -5.25936, -5.60297, -6, -0.740637, -0.397026, -2.90745, -3.19038, 0, 0, 0, 0, 0
603321, -5.25586, -5.25936, -6, -0.744143, -0.740637, -2.92732, -3.20736, 0, 0, 0, 0, 0
603330, -5.26287, -5.26287, -6, -0.737131, -0.737131, -2.94714, -3.22942, 0, 0, 0, 0, 0
603340, -5.60297, -5.60297, -6, -0.397026, -0.397026, -2.96231, -3.24635, 0, 0, 0, 0, 0
603351, -5.61349, -5.61349, -6, -0.386507, -0.386507, -2.9728, -3.25805, 0, 0, 0, 0, 0
603361, -5.60297, -5.60297, -6, -0.397026, -0.397026, -2.98328, -3.26974, 0, 0, 0, 0, 0
603370, -5.61349, -5.60999, -6, -0.386507, -0.390013, -2.99377, -3.28149, 0, 0, 0, 0, 0
603380, -5.60999, -5.96412, -6, -0.390013, -0.0358825, -3.00416, -3.28785, 0, 0, 0, 0, 0
