QGPIORecord, QRC v6.1.0, 15-12-2021 @ 15:46:55, Windows 10 Version 2009, 10.0.19042, x86_64
Time, FDR, rA, rB, ValueIn3, ValueIn4, ValueIn5, ValueIn6, ValueIn7, ValueIn8, ValueIn9, ValueIn10, ValueIn11
96700, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
96710, 0.230129, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
96720, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
96730, 0.232086, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
96740, 0.232086, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
96750, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
96760, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
96771, 0.236107, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
96780, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
96790, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
96800, 0.232086, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
96811, 0.236107, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
96820, 0.232086, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
96830, 0.232086, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
96840, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
96850, 0.232086, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
96860, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
96870, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
96880, 0.232086, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
96890, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
96900, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
96910, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
96920, 0.230129, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
96930, 0.232086, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
96941, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
96950, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
96960, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
96970, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
96980, 0.232086, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
96990, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97000, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97010, 0.232086, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97020, 0.230129, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97030, 0.232086, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97040, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97050, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97060, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97071, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97080, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97090, 0.232086, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97100, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97111, 0.232086, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97120, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97130, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97140, 0.232086, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97150, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97160, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97170, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97180, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97190, 0.232086, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97200, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97210, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97220, 0.232086, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97230, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97241, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97250, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97260, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97270, 0.232086, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97281, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97290, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97300, 0.232086, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97310, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97320, 0.232086, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97330, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97340, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97350, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97360, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97370, 0.232086, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97380, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97390, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97400, 0.232086, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97411, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97420, 0.230129, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97430, 0.232086, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97440, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97451, 0.232086, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97460, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97470, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97480, 0.232086, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97490, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97500, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97510, 0.232086, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97520, 0.230129, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97530, 0.232086, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97540, 0.232086, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97550, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97560, 0.232086, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97570, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97581, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97590, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97600, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97610, 0.232086, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97620, 0.230129, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97630, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97640, 0.232086, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97650, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97660, 0.232086, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97670, 0.232086, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97680, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97690, 0.232086, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97700, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97711, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97720, 0.232086, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97730, 0.228207, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97740, 0.232086, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97751, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97760, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97770, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97780, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97790, 0.232086, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97800, 0.232086, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97810, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97820, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97830, 0.230129, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97840, 0.232086, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97850, 0.232086, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97860, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97870, 0.232086, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97881, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97890, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97900, 0.232086, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97910, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97921, 0.230129, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97930, 0.232086, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97940, 0.236107, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97950, 0.232086, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97960, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97970, 0.232086, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97980, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97990, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98000, 0.232086, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98010, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98020, 0.236107, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98030, 0.232086, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98040, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98051, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98060, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98070, 0.232086, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98080, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98091, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98100, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98110, 0.232086, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98120, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98130, 0.230129, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98140, 0.232086, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98150, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98160, 0.232086, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98170, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98180, 0.232086, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98190, 0.232086, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98200, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98210, 0.232086, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98221, 0.232086, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98230, 0.230129, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98240, 0.232086, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98250, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98260, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98270, 0.232086, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98280, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98290, 0.232086, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98300, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98310, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98320, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98330, 0.230129, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98340, 0.232086, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98351, 0.232086, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98360, 0.232086, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98370, 0.232086, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98380, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98391, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98400, 0.232086, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98410, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98420, 0.242421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98430, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98440, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98450, 0.232086, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98460, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98470, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98480, 0.232086, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98490, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98500, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98510, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98521, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98530, 0.232086, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98540, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98550, 0.232086, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98561, 0.232086, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98570, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98580, 0.232086, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98590, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98600, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98610, 0.232086, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98620, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98630, 0.232086, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98640, 0.232086, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98650, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98660, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98670, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98680, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98691, 0.232086, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98700, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98710, 0.232086, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98720, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98731, 0.230129, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98740, 0.232086, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98750, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98760, 0.232086, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98770, 0.232086, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98780, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98790, 0.232086, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98800, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98810, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98820, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98830, 0.230129, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98840, 0.232086, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98850, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98861, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98870, 0.232086, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98880, 0.234079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
